id,name,kana,area,category,lat,lng,zoom,url,image,description,電話番号,住所,アクセス,営業時間,定休日,料金,決済方法,駐車場,駐車場：大型バスの駐車,ウェブサイト,駐車場：台数,駐車場：備考,メールアドレス,備考,オンライン予約,関連資料
detail_1640,旧北陸線トンネル群,きゅうほくりくせんとんねるぐん,"若狭路,敦賀市",歴史・文化・史跡,,,,https://www.fuku-e.com/spot/detail_1640.html,https://www.fuku-e.com/lsc/upfile/spot/0000/1640/1640_1_l.jpg,明治29年(1896)、旧北陸線の敦賀―福井間が開業しました。なかでも険しい山々と急勾配が続く敦賀―今庄間には12基のトンネルが掘られ、そのうち11基が現在も残されています。トンネル群のほかにも築堤や橋梁、暗渠などの当時の鉄道遺産が数多くあり、明治の土…,敦賀観光案内所0770-21-8686　(一社)敦賀観光協会　0770-22-8167,福井県敦賀市(敦賀市刀根､敦賀市葉原~南越前町山中),北陸自動車道敦賀ICから車で約25分,,,,,,,http://www.turuga.org/places/tunnel/tunnel.html,,,,,,
detail_1641,丹生オートキャンプ場,にゅうおーときゃんぷじょう,"若狭路,美浜町",自然・公園,,,,https://www.fuku-e.com/spot/detail_1641.html,https://www.fuku-e.com/common/images/ogImg.png,区画整備されたオートキャンプサイトとシャワー棟、トイレ棟も完備しています(事前予約可)。海水浴場からは徒歩5分で少し離れていますが、近くには釣堀やテニスコート等の遊び場があります。 夏期シーズンは、丹生雪の白浜館で買い物ができます。,"丹生雪の白浜館
(営業期間)0770-39-1241
(一社)若狭美浜観光協会(休業期間)0770-32-0222",福井県美浜町丹生,舞鶴若狭自動車道若狭美浜ICより車で約20分,"ＧＷ期間と7月～9月
※7月以降の予約は7月1日から受付
受付　8:00～17:00",期間中無休,"日帰り ●平日2,500円　●土日祝・お盆3,000円(駐車料込み)
※1区画6名を越える場合、1名につき300円追加
1泊 ●平日5,000円　●土日祝・お盆5,500円(駐車料込み)
※延泊の場合は、1泊あたり2,500円追加
※1区画6名を越える場合、1名につき500円追加 ",,あり,,http://www1.kl.mmnet-ai.ne.jp/~nyu/camp.html#autocamp,20,,,,,
detail_1647,穴馬総社,あなうまそうしゃ,"永平寺町・奥越,大野市",歴史・文化・史跡,35.879605,136.696781,0,https://www.fuku-e.com/spot/detail_1647.html,https://www.fuku-e.com/lsc/upfile/spot/0000/1647/1647_1_l.jpg,九頭竜ダム建設のため、多くの村落が水没しましたが、穴馬地区の神社を合祀した「穴馬総社」は、その名前から競馬ファンに人気の場所になっています。春の桜、夏の緑、秋には色鮮やかな紅葉と四季の美しさが九頭竜湖を彩ります。,,福井県大野市野尻54-1-2,中部縦貫自動車道大野ICから車で44分,,,,,,,,,,,,,
detail_1649,シーサイドスパおおいの湯,しーさいどすぱおおいのゆ,"若狭路,おおい町",バリアフリー,,,,https://www.fuku-e.com/spot/detail_1649.html,https://www.fuku-e.com/lsc/upfile/spot/0000/1649/1649_1_l.jpg,プールとお風呂、サウナが楽しめる、健康増進、エクササイズとリラクゼーションスパ。,0770-77-2320,福井県おおい町成海1-8,JR若狭本郷駅から車で約5分、徒歩20分/舞鶴若狭自動車道小浜西ICから5分、大飯高浜ICから15分,営業時間　11:00～21:00(最終受付時間20:30)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　プールご利用時間　火/木/日　11:00～19:00　　水/金/土　11:00～20:30,毎週月曜日　※但し祝日の場合は営業となり、翌日が休館日となります。,一般入場料　大人　800円、こども　350円　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　レンタルタオル　バスタオル　210円、フェイスタオル　110円　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　会員入会金　300円　※65歳以上、障害者手帳をお持ちのお客様は、入会費無料　　　　　　　　　　　　　　　　　　会員大人　550円、こども　300円,,あり,,http://uminpia.com,100,,,,,
detail_1651,池田町立クライミングウォール,いけだちょうりつくらいみんぐうぉーる,"丹南,池田町",,,,,https://www.fuku-e.com/spot/detail_1651.html,https://www.fuku-e.com/lsc/upfile/spot/0000/1651/1651_1_l.jpg,元小学校の体育館の中に3種類のウォールを配した全天候型クライミング施設。バラエティに富んだコース設計の「ボルダリングウォール」、高さ約14メートルの天井まで登れる「リードウォール」、国際規格と同等のコースを体験できる「スピードウォール」があり…,池田町立クライミングウォール/農村de合宿キャンプセンター　0778-44-6181,福井県池田町菅生23-42(農村de合宿キャンプセンター併設),北陸自動車道「武生IC」から車で25分/北陸自動車道「鯖江IC」から車で35分/北陸自動車道「福井IC」から車で40分,10:00～21:00,水曜日、年末年始,"登録料1,500円(初回のみ)
体験1時間500円、2時間800円、1日1,100円、1ヶ月6,000円
※登録をしない一般利用は2時間1,800円",,あり,,https://ikeda-climbing.jp/,30,,,,,
detail_1652,来迎寺,らいごうじ,"若狭路,敦賀市","歴史・文化・史跡,寺社仏閣",35.651606,136.0596369,0,https://www.fuku-e.com/spot/detail_1652.html,https://www.fuku-e.com/lsc/upfile/spot/0000/1652/1652_1_l.jpg,　時宗の寺院。元中4年(1387)、国阿上人により開創。16世紀末には敦賀城主、大谷吉継の帰依を受け、戦の前に大谷吉継が預けたとされる加飾腰高障子が残ります。この腰高障子は趣向、意匠ともに優れ、福井県指定文化財に指定されています。また、来迎寺の山門…,,福井県敦賀市松島町2-5−32,,,,,,,,,,,,,,
detail_1653,准藩士屋敷跡,じゅんはんしやしきあと,"若狭路,美浜町",歴史・文化・史跡,35.6107242211069,135.962370649476,0,https://www.fuku-e.com/spot/detail_1653.html,https://www.fuku-e.com/lsc/upfile/spot/0000/1653/1653_1_l.jpg,　小浜藩預りとなった水戸天狗党の残党を収容するため、慶応2(1866)年に建てられました。現在は、周囲の石垣が残ります。　元治元(1864)年11月1日、尊王攘夷実現のため、常陸国筑波山で挙兵した水戸天狗党は京都を目指しますが、幕府軍の追撃を受けて越前国…,,福井県美浜町佐柿23-9,,,,,,,,,,,,,,
detail_1654,永厳寺,ようごんじ,"若狭路,敦賀市","歴史・文化・史跡,寺社仏閣",35.6617750646452,136.078492497148,0,https://www.fuku-e.com/spot/detail_1654.html,https://www.fuku-e.com/lsc/upfile/spot/0000/1654/1654_1_l.jpg,　曹洞宗。若狭三十三観音霊場の第1番札所。応永20年(1413)、今の栄新町に創建されます。慶長12年(1607)、打它宗貞により現在地に移転。　水戸天狗党には少年11人が含まれており、これを不憫に思った永厳寺住職龍道が奉行所に申し入れ、11人を仏弟子として引…,,福井県敦賀市金ｹ崎町15−21,,,,,,,,,,,,,,
detail_1655,水戸烈士記念館(旧鯡蔵),みとれっしきねんかんきゅうにしんぐら,"若狭路,敦賀市","歴史・文化・史跡,博物館・美術館・資料館",35.6511461763063,136.055284044387,0,https://www.fuku-e.com/spot/detail_1655.html,https://www.fuku-e.com/lsc/upfile/spot/0000/1655/1655_1_l.jpg,　元治2年(1865)1月29日に敦賀で降伏した水戸天狗党823名を収容した荷蔵16棟の内の1棟です。　追討軍に参加していた加賀藩に降伏した水戸天狗党は敦賀の本勝寺、本妙寺、長遠寺に預けられ、丁重な扱いを受けます。しかし、加賀藩から幕府に身柄が引き渡され…,,福井県敦賀市松原町2,,,,,,,,,,,,,,
detail_1658,由利公正宅跡,ゆりきみまさたくあと,"あわら・坂井・福井,福井市",歴史・文化・史跡,36.0602790162861,136.215334615547,0,https://www.fuku-e.com/spot/detail_1658.html,https://www.fuku-e.com/lsc/upfile/spot/0000/1658/1658_7_l.jpg,福井藩財政を再建し、新政府では「五箇条の御誓文」の原案「議事之体大意」を作成した由利公正(三岡八郎)が住んでいた地。ここで横井小楠に連れられた坂本龍馬と三人で会談したとされ、その際に龍馬が詠んだとされる「君がため捨つる命は惜しまねど心にかか…,,福井県福井市毛矢2-1,,,,,,,,,,,,,,
